t H V T P
7.6000000000000005 -513.5000668500753 -575.5402816751923 62.04021482511698 39.817225720091116 0.0
7.7 -513.5001422847338 -576.5758533608852 63.075711076151435 40.481804140329835 0.0
7.8 -513.5000976636215 -575.4515300985411 61.951432434919546 39.760245445596176 0.0
7.9 -513.5001076818962 -578.5432441764551 65.04313649455891 41.74449193393271 0.0
8.0 -513.5000727596397 -582.0216399116583 68.52156715201862 43.976938404825425 0.0
8.1 -513.5001966027412 -586.22144778436 72.72125118161878 46.67228314905337 0.0
8.2 -513.5000869922147 -579.957939767496 66.45785277528128 42.65245264358205 0.0
8.3 -513.5002032419953 -579.6759428482886 66.17573960629332 42.47139324912528 0.0
8.4 -513.5000424940906 -578.258420502584 64.75837800849344 41.56173478282771 0.0
8.5 -513.5001539258905 -580.7632675794787 67.26311365358819 43.169266685014485 0.0
8.6 -513.5001441099214 -584.1541865245788 70.65404241465737 45.34555469853661 0.0
8.700000000000001 -513.5001257323213 -584.2875670032512 70.78744127092992 45.43116968852301 0.0
8.8 -513.5000938511366 -580.2878933344771 66.78779948334042 42.86421146142987 0.0
8.9 -513.5001362295847 -577.796374487047 64.29623825746238 41.26513486239061 0.0
9.0 -513.5001359456085 -578.5127010536521 65.0125651080436 41.724871308812574 0.0
9.1 -513.5001090241653 -580.5205549488157 67.02044592465043 43.013523256895574 0.0
9.200000000000001 -513.5002093587904 -582.3830538656733 68.88284450688295 44.2088051387937 0.0
9.3 -513.5000624558803 -578.1585252997694 64.6584628438891 41.49760952676395 0.0
9.4 -513.5001282945283 -575.7650640917493 62.26493579722103 39.9614509729457 0.0
9.5 -513.500001245927 -573.1860299777594 59.68602873183242 38.306316073378206 0.0
9.6 -513.50016174285 -581.8578992844256 68.35773754157562 43.87179304714038 0.0
9.700000000000001 -513.5001305008427 -582.4140094942259 68.91387899338318 44.22872298010953 0.0
9.8 -513.5000083837417 -578.1666806391172 64.66667225537546 41.50287830268782 0.0
9.9 -513.5001862241331 -581.26260916583 67.76242294169685 43.48972190401723 0.0
10.0 -513.5000281434574 -578.7312387644649 65.2312106210076 41.865197350024935 0.0
10.1 -513.5001892214626 -581.2107870830316 67.71059786156897 43.45646072142412 0.0
10.200000000000001 -513.4999992011793 -574.6829679597574 61.18296875857815 39.26704773915966 0.0
10.3 -513.5000618524688 -576.2134268982927 62.71336504582395 40.24925153362146 0.0
10.4 -513.5001624236213 -581.3428448479804 67.84268242435908 43.54123220175472 0.0
10.5 -513.5000506102014 -578.8195882589832 65.31953764878186 41.92188537426834 0.0
10.6 -513.5001013099974 -578.4702980111808 64.97019670118341 41.697679391052326 0.0
10.700000000000001 -513.5000658551287 -576.9594073261884 63.4593414710597 40.72801698904754 0.0
10.8 -513.5001313795455 -579.3145716931834 65.81444031363802 42.239512435547866 0.0
10.9 -513.5001215129711 -577.7535682148609 64.25344670188983 41.23767136904281 0.0
11.0 -513.5000145658261 -572.7870892922117 59.287074726385676 38.050268576902155 0.0
11.1 -513.5000935938763 -575.2093838733942 61.70929027951803 39.60483932901277 0.0
11.200000000000001 -513.5000775533762 -575.9576284442065 62.457550890830326 40.0850707682826 0.0
11.3 -513.5000735024137 -577.019730293549 63.51965679113532 40.76672718243743 0.0
11.4 -513.5001325975265 -580.6743470085358 67.17421441100929 43.11221141500796 0.0
11.5 -513.5000910802739 -579.8577644262831 66.3576733460092 42.58815778323894 0.0
11.6 -513.5000212326275 -577.59220053885 64.09217930622242 41.134170433195294 0.0
11.700000000000001 -513.5001241969516 -579.4134775515914 65.91335335463984 42.30299453165813 0.0
11.8 -513.5000721324897 -578.152163926105 64.65209179361538 41.49352060560955 0.0
11.9 -513.5001331486893 -580.2021378883445 66.70200473965524 42.80914864959822 0.0
12.0 -513.5001343878446 -581.3535904132234 67.85345602537878 43.54814666690976 0.0
12.1 -513.5001002686412 -577.2455398059709 63.74543953732969 40.911633878751495 0.0
12.200000000000001 -513.5001315160584 -579.9603595958198 66.4602280797614 42.65397710694674 0.0
12.3 -513.5001798096489 -582.4382337818845 68.93805397223556 44.24423840977814 0.0
12.4 -513.5001297465412 -578.3777992371408 64.87766949059962 41.638295701949204 0.0
12.5 -513.5001374655616 -580.8092489579519 67.30911149239039 43.19878796142183 0.0
12.6 -513.5002060225012 -579.6820076342927 66.18180161179158 42.47528382626014 0.0
12.700000000000001 -513.5000340262214 -574.2243878235289 60.7243537973075 38.972710018328115 0.0
12.8 -513.5001179762411 -580.1385970630649 66.63847908682389 42.768378074174976 0.0
12.9 -513.5001569731176 -583.903625547281 70.40346857416345 45.184737151488775 0.0
13.0 -513.5000487536968 -579.9432764881518 66.443227734455 42.6430663357914 0.0
13.1 -513.5001207114717 -574.6481387235017 61.148018012029965 39.24461645376973 0.0
13.200000000000001 -513.5000159010441 -569.914762723418 56.414746822373914 36.2068170540707 0.0
13.3 -513.5000924817448 -576.6687433273436 63.168650845598776 40.54145260848698 0.0
13.4 -513.5001163031368 -579.6572184737624 66.15710217062559 42.459431798235435 0.0
13.5 -513.5000333339334 -575.5637686975087 62.06373536357537 39.832321131857434 0.0
13.6 -513.5000497459455 -577.1713647146572 63.67131496871175 40.8640609506373 0.0
13.700000000000001 -513.5001248262395 -580.9902818228996 67.49015699666013 43.31498242866273 0.0
13.8 -513.5000901479162 -578.678085842628 65.17799569471171 41.83104416828669 0.0
13.9 -513.5000782970361 -576.9968911091088 63.49681281207271 40.75206598448308 0.0
14.0 -513.5001734536002 -577.7384240354135 64.23825058181332 41.22791854428451 0.0
14.1 -513.5001619906692 -579.968260216077 66.46809822540784 42.65902814306159 0.0
14.200000000000001 -513.5001520095403 -582.8068348913058 69.30668288176545 44.48082334970907 0.0
14.3 -513.5000939138897 -582.5688845835232 69.06879066963346 44.32814483410089 0.0
14.4 -513.5001464454002 -582.7882561351494 69.28810968974912 44.468903130204 0.0
14.5 -513.5000558572204 -579.2253521265685 65.72529626934805 42.18230005252983 0.0
14.6 -513.5000896897758 -576.7793729512181 63.27928326144233 40.612456164583925 0.0
14.700000000000001 -513.5000722639537 -575.3541761697157 61.85410390576201 39.69778028448424 0.0
14.8 -513.5000889245733 -576.0809804099746 62.580891485401295 40.16423039576497 0.0
14.9 -513.5001118304748 -575.3873690206929 61.887257190218044 39.71905796403885 0.0
15.0 -513.5001067120979 -573.9106696865266 60.410562974428636 38.7713199996333 0.0
15.1 -513.5000213783634 -567.379842060575 53.87982068221161 34.57990898176436 0.0
15.200000000000001 -513.5000869680935 -573.0297912265055 59.52970425841198 38.20598749035666 0.0
15.3 -513.5002022907805 -582.7250944509663 69.22489216018576 44.42833030737954 0.0
15.4 -513.5001152085157 -577.7447756945818 64.24466048606607 41.23203240180734 0.0
15.5 -513.5000407385064 -575.4172011674585 61.91716042895206 39.73824977389622 0.0
15.6 -513.5001168563971 -580.420893307704 66.92077645130685 42.94955568475369 0.0
15.700000000000001 -513.5000706320376 -582.2369311259691 68.73686049393153 44.115113032607475 0.0
15.8 -513.5001446114803 -583.8542635753909 70.35411896391054 45.153064718113455 0.0
15.9 -513.5000804841267 -580.177847736054 66.67776725192728 42.79359310191882 0.0
16.0 -513.5001107007904 -580.142671769494 66.64256106870353 42.77099787802873 0.0
16.1 -513.5001781848497 -583.9410890563278 70.44091087147807 45.2087675067649 0.0
16.2 -513.5000519393221 -580.1992570846991 66.69920514537698 42.80735187830051 0.0
16.3 -513.5001739703537 -578.7022137327591 65.20203976240538 41.84647557956221 0.0
